,TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
38940,3082253,-100.0,41184.0,,,0.0,0.0,8.0,-52.0,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,,638.0,535.0,228.0,14.0,IP_PROXY:HIDDEN,11.0,426.0,182.0,Found,Found,NotFound,Windows 8.1,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
120111,3457660,-45.0,241691.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,HUAWEI VNS-L23 Build/HUAWEIVNS-L23
143500,3573451,-5.0,339476.0,,,8.0,0.0,,,0.0,0.0,96.47000122070312,NotFound,27.0,-300.0,New,NotFound,166.0,15.0,529.0,549.0,,,,,,,,Found,Found,Mac OS X 10_13_4,safari 11.0,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
90088,3292522,-25.0,280023.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,,Unknown,,225.0,,266.0,315.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
143695,3574579,-5.0,119683.0,,,0.0,0.0,,,0.0,0.0,96.43000030517578,NotFound,52.0,-420.0,New,NotFound,166.0,,193.0,472.0,,,,,,,,Found,Found,Windows 10,edge 17.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
119230,3452839,-20.0,12922.0,0.0,-8.0,11.0,-28.0,11.0,-33.0,0.0,-8.0,100.0,NotFound,15.0,-300.0,Found,Found,166.0,12.0,317.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,Found,Found,Android 7.0,chrome 65.0 for android,24.0,2220x1080,match_status:2,T,F,T,T,mobile,SM-G955U Build/NRD90M
141593,3563157,-5.0,288302.0,,,0.0,0.0,,,,,100.0,NotFound,27.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,FIG-LX3 Build/HUAWEIFIG-LX3
29751,3065473,0.0,83164.0,0.0,0.0,3.0,-5.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,12.0,193.0,521.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
103777,3374931,-5.0,40897.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,-300.0,Found,Found,166.0,15.0,100.0,489.0,,,,,,,,Found,Found,Mac OS X 10_9_5,safari generic,24.0,2560x1600,match_status:2,T,T,F,T,desktop,MacOS
65010,3155257,-5.0,109063.0,,,0.0,0.0,,,0.0,0.0,96.66999816894533,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
109055,3396251,-20.0,439076.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,P5046A
123199,3475562,-5.0,26495.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-300.0,New,NotFound,166.0,15.0,100.0,489.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari generic,32.0,2001x1125,match_status:1,T,F,F,T,mobile,iOS Device
4795,3006666,0.0,7778.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,633.0,500.0,,,,,,,,New,NotFound,Mac OS X 10_11_6,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
411,2988905,-5.0,56408.0,,,3.0,-8.0,,,,,100.0,NotFound,52.0,-420.0,New,NotFound,166.0,12.0,410.0,225.0,,,,,,,,New,NotFound,Windows 7,chrome 62.0,24.0,1280x800,match_status:2,T,F,T,T,desktop,Windows
114034,3424509,-5.0,379245.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,,427.0,595.0,,,,,,,,New,NotFound,,chrome 65.0 for android,,,,F,F,T,F,mobile,BLADE L7 Build/MRA58K
125589,3489131,-5.0,1643.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
47714,3097435,-100.0,136014.0,,,0.0,0.0,-2.0,-17.0,,,100.0,NotFound,49.0,-480.0,New,NotFound,166.0,,542.0,144.0,576.0,14.0,IP_PROXY:HIDDEN,16.0,291.0,216.0,Found,New,NotFound,iOS 11.1.2,mobile safari generic,32.0,2436x1125,,T,F,F,F,mobile,iOS Device
41712,3087448,-5.0,96072.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,,542.0,489.0,,,,,,,,Found,Found,Mac OS X 10_13_1,safari generic,24.0,2560x1600,match_status:2,T,F,T,F,desktop,MacOS
138201,3547278,-5.0,461492.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,27.0,,Found,Found,225.0,,290.0,315.0,,,,,,,,Found,Found,,chrome 66.0 for android,,,,F,F,T,F,mobile,Moto G (5) Plus Build/NPNS25.137-92-10
118578,3449087,-5.0,121721.0,,,15.0,-36.0,16.0,-32.0,0.0,-9.0,93.33000183105467,Found,55.0,-480.0,New,NotFound,166.0,13.0,664.0,222.0,460.0,14.0,IP_PROXY:TRANSPARENT,15.0,541.0,161.0,Found,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
90900,3298089,-10.0,242678.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,266.0,507.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,
44911,3093056,0.0,21476.0,0.0,0.0,5.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,542.0,391.0,,,,,,,,Found,Found,Mac OS X 10_13_1,chrome 63.0,24.0,2880x1800,match_status:2,T,F,T,T,desktop,MacOS
109944,3400587,0.0,37906.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-600.0,Found,Found,166.0,,529.0,216.0,,,,,,,,Found,Found,Mac OS X 10_13_2,chrome 65.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
7763,3015276,-5.0,30092.0,3.0,0.0,0.0,0.0,,,3.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,166.0,,193.0,333.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
41741,3087501,-5.0,536497.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,
33331,3072099,-5.0,267053.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
142145,3565764,-7.0,11692.0,0.0,0.0,1.0,-18.0,-4.0,-25.0,0.0,0.0,100.0,Found,55.0,-300.0,Found,Found,166.0,17.0,122.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,Found,Found,Android,chrome 65.0,24.0,2560x1440,match_status:2,T,F,T,T,mobile,
104198,3376747,-20.0,259672.0,,,-7.0,-33.0,,,,,100.0,NotFound,19.0,,Unknown,,225.0,13.0,266.0,595.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
96313,3335054,-5.0,167002.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,497.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,Windows
8193,3016446,0.0,81870.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 61.0 for android,,,,F,F,T,T,mobile,MotoE2 Build/LPCS23.13-56-5
73290,3205324,-5.0,155922.0,,,13.0,-7.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,303.0,368.0,,,,,,,,New,NotFound,iOS 11.2.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
49383,3099761,0.0,114417.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,215.0,533.0,,,,,,,,New,NotFound,Mac OS X 10_9_5,safari generic,24.0,1920x1200,match_status:2,T,F,T,T,desktop,MacOS
21870,3049568,0.0,59231.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,153.0,325.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-J320M Build/LMY47V
64034,3149537,-5.0,130765.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,542.0,535.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
54995,3110937,0.0,3345.0,,,3.0,0.0,,,,,100.0,Found,,-480.0,New,NotFound,166.0,12.0,339.0,533.0,,,,,,,,New,NotFound,Android,chrome generic,32.0,1024x600,match_status:2,T,F,T,T,mobile,SM-T110 Build/JDQ39
23039,3052060,-5.0,124386.0,2.0,0.0,0.0,0.0,,,2.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,312.0,278.0,,,,,,,,Found,Found,Windows 10,firefox 57.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
94996,3327472,-5.0,252598.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,E2306 Build/26.1.A.3.111
137799,3546315,-10.0,1002.0,0.0,0.0,,,,,0.0,0.0,100.0,Found,27.0,,Found,Found,,,,,,,,,,,,Found,Found,,,,,match_status:2,T,F,T,F,desktop,
125676,3490009,-20.0,417230.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,427.0,325.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
89590,3290039,-20.0,146091.0,,,0.0,-5.0,,,,,100.0,NotFound,33.0,,Unknown,,225.0,15.0,176.0,507.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
54476,3109364,-5.0,32604.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 7,chrome 61.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
132572,3524900,-20.0,235469.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,15.0,290.0,127.0,,,,,,,,Found,Found,,chrome 66.0 for android,,,,F,F,T,F,mobile,LG-M250 Build/NRD90U
134964,3533264,-5.0,64642.0,0.0,0.0,0.0,-8.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,341.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 66.0,24.0,3841x2161,match_status:2,T,F,T,F,desktop,Windows
47261,3096726,0.0,13442.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
96960,3339114,-25.0,279964.0,,,15.0,-48.0,,,,,100.0,NotFound,33.0,,Unknown,,166.0,15.0,223.0,214.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
114976,3429613,-20.0,225950.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,,Unknown,,225.0,,153.0,541.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
577,2989888,-5.0,100869.0,,,9.0,-100.0,,,0.0,-5.0,93.62000274658205,NotFound,52.0,-480.0,New,NotFound,166.0,13.0,201.0,222.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1680x1050,match_status:2,T,F,T,T,desktop,Trident/7.0
64746,3153817,-5.0,122202.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,574.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,T,desktop,Windows
14395,3032151,-5.0,236394.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,266.0,325.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
126365,3494373,-5.0,3239.0,0.0,0.0,6.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,181.0,,,,,,,,Found,Found,Windows 10,chrome generic,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
11117,3024218,-20.0,231703.0,,,11.0,-49.0,,,,,100.0,NotFound,49.0,,Unknown,,159.0,13.0,166.0,498.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
99944,3355817,-5.0,484559.0,0.0,0.0,24.0,-30.0,,,0.0,0.0,100.0,NotFound,33.0,-300.0,Found,Found,166.0,15.0,321.0,533.0,,,,,,,,Found,Found,Android 7.0,samsung browser 5.2,32.0,1280x720,match_status:2,T,F,T,F,mobile,SAMSUNG SM-J701M Build/NRD90M
127073,3499157,-5.0,298540.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,271.0,507.0,,,,,,,,New,NotFound,,chrome generic,,,,F,F,T,F,desktop,Windows
83418,3259074,-45.0,431275.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,100.0,368.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,800x600,match_status:2,T,F,T,F,desktop,Windows
20671,3046785,0.0,238058.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,312.0,484.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,T,T,mobile,iOS Device
19916,3045046,-45.0,17201.0,,,27.0,-23.0,,,,,100.0,NotFound,52.0,-300.0,Found,NotFound,166.0,15.0,410.0,368.0,,,,,,,,Found,NotFound,Windows 7,chrome 61.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
26754,3059583,-5.0,255779.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 63.0,,,,F,F,T,T,desktop,Windows
77112,3226404,-25.0,131776.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,290.0,401.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
49981,3100474,-15.0,88168.0,0.0,0.0,3.0,0.0,1.0,-5.0,0.0,0.0,100.0,NotFound,49.0,-480.0,Found,Found,166.0,,440.0,222.0,366.0,14.0,IP_PROXY:TRANSPARENT,,155.0,161.0,Found,Found,Found,Mac OS X 10_12_6,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,MacOS
81001,3247802,-5.0,72142.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,468.0,277.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
127652,3502295,-5.0,101222.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-360.0,Found,Found,225.0,,427.0,469.0,,,,,,,,Found,Found,,ie 11.0 for tablet,,,,F,T,T,F,desktop,Trident/7.0
77547,3229071,-5.0,331694.0,,,0.0,-9.0,,,,,100.0,NotFound,49.0,,New,NotFound,225.0,,176.0,507.0,,,,,,,,New,NotFound,,safari generic,,,,F,F,T,F,desktop,
71400,3194888,-5.0,563181.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,15.0,542.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
29900,3065721,-5.0,140215.0,,,,,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,542.0,535.0,,,,,,,,New,NotFound,iOS 11.2.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
135674,3536823,-5.0,102520.0,,,2.0,-25.0,,,,,100.0,NotFound,64.0,,New,NotFound,225.0,15.0,417.0,612.0,,,,,,,,New,NotFound,,chrome 66.0 for android,,,,F,F,T,F,mobile,SM-G935F Build/NRD90M
49909,3100391,-5.0,72422.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,161.0,,,,,,,,New,NotFound,iOS 11.0.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
84007,3261472,0.0,81195.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,100.0,549.0,,,,,,,,Found,Found,Mac OS X 10_13_3,safari generic,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
128400,3506610,0.0,311888.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,542.0,214.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,T,T,T,desktop,Trident/7.0
83237,3258516,-5.0,239014.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,33.0,,Found,Found,225.0,,290.0,401.0,,,,,,,,Found,Found,,chrome 64.0 for android,,,,F,F,T,F,mobile,LG-D331 Build/LRX22G
22365,3050587,-5.0,5489.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-420.0,New,NotFound,166.0,13.0,542.0,153.0,,,,,,,,New,NotFound,Windows 10,firefox 57.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
83900,3260913,-5.0,143691.0,,,7.0,-5.0,,,0.0,0.0,95.16000366210938,NotFound,52.0,,New,NotFound,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,F,desktop,rv:11.0
28550,3063206,0.0,168464.0,0.0,0.0,-14.0,-100.0,,,0.0,0.0,100.0,NotFound,43.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G532M Build/MMB29T
2370,2997739,0.0,62370.0,,,0.0,0.0,,,,,100.0,NotFound,,-360.0,New,NotFound,166.0,,312.0,299.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
87904,3281201,-5.0,89476.0,,,1.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,,299.0,222.0,,,,,,,,New,NotFound,Windows 10,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Trident/7.0
52679,3104721,-5.0,130480.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,New,NotFound,Mac OS X 10_9_5,safari generic,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
58786,3123952,-100.0,195642.0,,,0.0,-27.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,345.0,561.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,T,mobile,
107396,3389966,-5.0,236342.0,0.0,0.0,0.0,-11.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,417.0,561.0,,,,,,,,Found,Found,,chrome 65.0 for android,,,,F,F,T,F,mobile,SM-G570M Build/MMB29K
81260,3249435,-5.0,153267.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,600.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari generic,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
47299,3096786,-25.0,118427.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,266.0,469.0,,,,,,,,New,NotFound,,mobile safari 10.0,,,,F,F,F,F,mobile,
80611,3246097,-20.0,201448.0,,,-7.0,-7.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,176.0,507.0,,,,,,,,New,NotFound,,mobile safari generic,,,,F,F,F,F,mobile,
126605,3495693,-45.0,329020.0,0.0,0.0,14.0,-34.0,,,0.0,0.0,100.0,NotFound,64.0,-360.0,Found,Found,166.0,15.0,321.0,333.0,,,,,,,,Found,Found,Android 7.0,chrome generic for android,24.0,1921x1081,match_status:2,T,F,T,F,mobile,SM-G928T Build/NRD90M
135616,3536487,-10.0,119357.0,3.0,0.0,4.0,0.0,,,3.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,266.0,305.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,F,desktop,Linux x86_64
39812,3083814,-5.0,169900.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,548.0,391.0,,,,,,,,New,NotFound,Android,chrome 63.0 for android,32.0,1920x1080,match_status:2,T,F,T,F,mobile,XT1094
36281,3077538,0.0,12354.0,,,-4.0,-100.0,,,-2.0,-6.0,97.83000183105467,NotFound,,-300.0,New,NotFound,166.0,13.0,410.0,222.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Trident/7.0
33957,3073384,-5.0,76998.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-360.0,Found,Found,166.0,13.0,621.0,611.0,,,,,,,,Found,Found,Mac OS X 10.13,firefox 57.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,rv:57.0
140477,3557519,-5.0,207936.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,144.0,,603.0,623.0,,,,,,,,Found,Found,,chrome 66.0,,,,F,F,T,F,desktop,Windows
28272,3062732,-5.0,55939.0,1.0,0.0,0.0,0.0,,,1.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,529.0,256.0,,,,,,,,Found,Found,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
35962,3076986,-5.0,19648.0,,,6.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,12.0,370.0,278.0,,,,,,,,New,NotFound,Windows 10,chrome 63.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
127747,3502827,-5.0,37181.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,64.0,,Found,Found,225.0,,290.0,325.0,,,,,,,,Found,Found,,chrome generic,,,,F,F,T,F,desktop,
110675,3404627,-5.0,202287.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,427.0,595.0,,,,,,,,New,NotFound,,chrome 65.0,,,,F,F,T,F,desktop,Windows
40255,3084693,-5.0,33235.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,215.0,391.0,,,,,,,,Found,Found,Windows 8.1,chrome 63.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
78241,3233040,-5.0,88568.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 63.0,,,,F,F,T,F,desktop,Windows
133624,3527291,-5.0,59250.0,0.0,0.0,21.0,-40.0,,,0.0,0.0,100.0,Found,64.0,-480.0,Found,Found,166.0,15.0,122.0,222.0,,,,,,,,Found,Found,iOS 11.2.0,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
129871,3514296,-5.0,124237.0,,,0.0,0.0,,,,,100.0,NotFound,64.0,-300.0,New,NotFound,166.0,15.0,390.0,549.0,,,,,,,,New,NotFound,iOS 11.3.0,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
73270,3205147,-20.0,133566.0,,,2.0,-18.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,15.0,290.0,401.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,F,mobile,
103480,3373654,-5.0,372143.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,595.0,,,,,,,,New,NotFound,,chrome 64.0,,,,F,F,T,F,desktop,
122152,3469669,-5.0,325670.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,574.0,507.0,,,,,,,,Found,Found,,chrome 65.0,,,,F,F,T,F,desktop,Windows
92629,3308258,-20.0,89226.0,,,0.0,0.0,,,,,100.0,NotFound,33.0,-360.0,Unknown,,166.0,,312.0,253.0,,,,,,,,New,NotFound,Android 7.1.2,chrome 64.0 for android,24.0,2560x1800,match_status:2,T,F,F,T,mobile,Pixel
138999,3549635,-10.0,419.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,633.0,533.0,,,,,,,,Found,Found,Windows 10,edge 16.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
45953,3094669,0.0,62964.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,100.0,500.0,,,,,,,,Found,Found,Android 7.0,chrome 63.0 for android,32.0,2560x1440,match_status:2,T,F,T,T,mobile,LG-H910 Build/NRD90M
142526,3567920,-5.0,593619.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,325.0,,,,,,,,New,NotFound,,chrome 66.0,,,,F,F,T,F,desktop,Windows
92718,3309306,-5.0,127800.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,384.0,,,,,,,,Found,Found,,chrome 64.0,,,,F,F,T,F,desktop,
60559,3132226,0.0,313099.0,,,-1.0,-12.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,345.0,507.0,,,,,,,,New,NotFound,,samsung browser 6.2,,,,F,F,T,T,mobile,SAMSUNG SM-J701M Build/NRD90M
72373,3200034,-5.0,60401.0,0.0,0.0,3.0,-51.0,12.0,-54.0,0.0,0.0,100.0,Found,55.0,-300.0,Found,Found,166.0,13.0,122.0,256.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,102.0,Found,Found,Found,Android,chrome 63.0,32.0,1280x720,match_status:2,T,F,T,T,mobile,
